Zip3,Higher % blacks than state,Higher % blacks than country,Higher % bachelors degrees than state,Higher % graduate degrees than state,Higher % high school degree than state,Higher % no diploma than state,Higher % some college than state,Higher % unemployment than state,Higher median income than state,Higher % powerty than state
861,True,True,False,False,True,True,True,True,False,True
862,True,True,False,False,True,True,True,True,False,False
869,False,False,True,True,False,False,True,False,True,False
870,False,False,False,False,True,True,True,True,False,True
872,False,False,False,False,True,False,True,True,False,False
874,False,False,False,False,True,True,True,True,False,True
875,False,False,False,False,True,False,True,False,False,True
880,False,False,False,False,False,True,True,True,False,True
881,False,False,True,True,False,False,True,False,False,True
882,False,False,False,False,False,True,True,False,False,True
883,False,False,False,False,False,False,True,True,False,True
884,False,False,True,True,False,False,True,False,True,False
885,False,False,True,True,False,False,True,False,True,False
886,False,False,False,False,True,True,False,False,False,True
887,True,True,True,True,False,False,True,False,True,False
888,False,False,False,False,True,False,True,False,True,False
889,False,False,False,False,False,False,False,False,False,False
873,False,False,False,False,True,True,False,True,True,True
878,False,False,False,False,True,True,False,False,False,False
870,False,False,False,False,True,True,False,True,False,True
874,False,False,False,False,True,False,True,True,True,False
875,False,False,True,True,True,False,False,False,True,False
880,True,False,True,True,False,True,False,True,True,True
881,True,False,True,True,False,False,False,False,True,False
882,True,False,True,True,True,True,False,False,True,False
883,True,False,True,True,True,False,False,False,True,False
884,True,False,True,True,False,False,False,False,True,False
871,True,False,True,True,False,False,True,False,True,False
877,False,False,False,False,True,True,True,False,False,True
879,False,False,False,False,True,True,False,True,False,True
845,False,False,False,False,True,True,True,True,False,True
840,True,False,True,False,False,False,True,False,True,False
843,False,False,False,False,True,False,False,False,False,True
841,True,False,False,True,True,True,False,True,False,True
844,True,False,False,False,True,True,False,True,False,True
846,False,False,True,True,False,False,True,True,False,True
847,False,False,False,False,True,False,True,True,False,True
716,True,True,False,False,True,True,False,True,False,True
717,True,True,False,False,True,True,False,True,False,True
718,True,True,False,False,True,True,True,True,False,True
719,False,False,False,False,False,False,True,True,False,True
720,True,True,False,False,True,True,False,True,True,False
721,True,True,True,False,True,False,True,False,True,False
722,True,True,True,True,False,False,False,False,True,False
723,True,True,False,False,True,True,False,True,False,True
724,False,False,False,False,True,True,False,False,False,False
725,False,False,False,False,True,True,True,True,False,True
726,False,False,False,False,True,True,True,False,False,False
727,False,False,True,True,False,False,False,False,True,False
728,False,False,False,False,True,True,False,False,False,True
729,False,False,False,False,True,True,True,False,False,True
657,False,False,False,False,True,True,True,False,False,True
633,False,False,True,True,False,False,True,False,True,False
634,False,False,False,False,True,False,False,False,False,False
635,False,False,False,True,True,False,False,False,True,False
636,False,False,False,False,True,True,True,True,False,True
637,False,False,False,True,True,False,False,False,True,False
638,True,True,False,False,True,True,False,True,False,True
640,False,False,True,False,True,False,True,False,True,False
641,True,True,True,True,False,False,False,False,True,True
644,False,False,True,True,True,False,False,False,True,False
645,False,False,False,False,True,True,False,True,True,False
646,False,False,True,True,True,False,False,False,True,False
647,False,False,True,True,True,False,False,False,True,False
648,False,False,True,True,True,False,False,False,True,False
651,True,True,True,True,False,True,False,True,False,True
652,False,False,True,True,False,False,False,False,False,False
630,False,False,True,True,False,False,True,False,True,False
631,True,True,True,True,False,False,False,True,True,True
639,False,False,False,False,True,True,False,True,False,True
650,False,False,False,False,True,True,False,True,False,False
653,False,False,False,False,True,True,True,True,False,True
654,False,False,False,False,True,True,False,True,False,True
655,False,False,False,False,True,True,False,True,False,True
656,False,False,False,False,True,True,True,True,False,True
658,False,False,True,True,False,False,True,False,False,True
749,False,False,False,False,True,True,False,True,False,True
730,True,False,True,True,False,False,False,False,True,False
731,True,True,True,True,False,True,True,False,True,True
740,False,False,True,True,False,False,True,False,True,False
741,True,True,True,True,False,False,False,True,True,True
743,False,False,True,True,True,False,False,True,True,False
744,False,False,False,False,True,False,False,True,True,True
745,False,False,True,True,False,False,False,True,True,False
746,False,False,True,False,True,False,False,True,True,False
747,False,False,True,True,True,True,False,True,True,False
748,False,False,False,False,True,True,False,True,True,False
734,False,False,False,False,True,True,False,False,False,False
735,True,False,False,False,True,False,True,True,False,True
736,False,False,False,False,True,True,False,False,False,False
737,False,False,False,False,True,False,False,False,True,False
738,False,False,False,False,True,True,False,False,True,False
739,False,False,False,False,True,True,False,False,True,False
900,True,True,False,False,False,True,False,True,False,True
902,True,False,False,False,False,True,False,False,True,True
903,True,True,False,False,True,True,True,True,False,True
904,False,False,True,True,False,False,False,False,True,False
905,False,False,True,True,False,False,True,False,True,False
906,False,False,False,False,True,True,True,False,False,False
907,True,False,False,False,True,True,True,False,False,False
908,True,True,False,False,False,True,True,True,False,True
910,True,False,True,True,False,False,False,False,True,False
911,True,False,True,True,False,False,False,False,True,False
912,False,False,True,True,False,False,False,False,False,False
913,False,False,True,True,False,False,False,False,True,False
914,False,False,True,False,False,True,False,True,False,True
915,False,False,True,True,False,False,True,False,False,False
916,False,False,True,False,False,False,False,True,False,True
917,False,False,False,False,True,True,False,False,False,False
918,False,False,True,False,True,True,False,False,False,False
919,False,False,False,False,True,False,True,True,False,False
920,False,False,True,True,False,False,True,False,True,False
921,True,False,True,True,False,False,False,False,True,False
922,False,False,False,False,True,True,True,True,False,True
923,True,False,False,False,True,True,True,True,False,True
924,True,True,False,False,True,True,False,True,False,True
925,True,False,False,False,True,True,True,True,False,True
926,False,False,True,True,False,False,False,False,True,False
927,False,False,False,False,False,True,False,False,False,True
928,False,False,True,False,True,False,True,False,True,False
930,False,False,False,False,False,True,True,False,True,False
931,False,False,True,True,False,False,False,False,True,False
932,False,False,False,False,True,True,False,True,False,True
933,True,False,False,False,True,True,True,True,False,True
934,False,False,False,False,False,False,True,False,False,False
935,True,True,False,False,True,True,True,True,False,True
936,False,False,False,False,True,True,True,True,False,True
937,True,False,False,False,True,True,True,True,False,True
939,False,False,False,False,False,True,False,False,False,True
940,False,False,True,True,False,False,False,False,True,False
941,False,False,True,True,False,False,False,False,True,False
943,False,False,True,True,False,False,False,False,True,False
944,False,False,True,True,False,False,False,False,True,False
945,True,False,True,True,False,False,True,False,True,False
946,True,True,True,True,False,True,False,True,False,True
947,True,False,True,True,False,False,False,False,True,False
948,True,True,False,False,True,True,True,True,False,True
949,False,False,True,True,False,False,False,False,True,False
950,False,False,True,True,False,False,False,False,True,False
951,False,False,True,True,False,False,False,False,True,False
952,True,False,False,False,True,True,True,True,False,True
953,False,False,False,False,True,True,True,True,False,True
954,False,False,False,False,True,False,True,False,False,False
955,False,False,False,False,True,False,True,True,False,False
956,False,False,True,True,True,False,True,False,False,False
957,False,False,True,True,False,False,True,False,True,False
958,True,False,False,False,True,False,True,True,False,True
959,False,False,False,False,True,False,True,True,False,True
960,False,False,False,False,True,False,True,True,False,True
961,False,False,False,False,True,False,True,True,False,False
890,True,False,True,True,False,True,False,True,True,False
891,True,False,False,False,True,True,False,True,False,True
893,False,False,False,False,True,False,True,False,True,False
894,False,False,False,False,True,False,True,False,True,False
895,False,False,True,True,False,False,False,False,True,False
897,False,False,False,True,False,False,True,False,False,False
898,False,False,False,False,True,True,True,False,True,False
975,False,False,False,False,True,True,True,True,False,True
976,False,False,False,False,True,True,True,True,False,True
979,False,False,False,False,True,True,True,True,False,True
970,False,False,True,False,False,False,True,False,True,False
971,False,False,False,False,True,True,False,False,True,False
972,True,False,True,True,False,False,False,False,True,False
973,False,False,False,False,True,True,True,True,False,True
974,False,False,False,False,True,False,True,True,False,True
977,False,False,False,False,True,False,True,True,False,False
978,False,False,False,False,True,True,True,True,False,True
800,True,False,False,False,True,True,False,True,True,False
801,False,False,True,True,False,False,False,False,True,False
802,True,False,False,False,True,True,False,False,False,True
803,False,False,True,True,False,False,False,True,True,False
804,True,False,True,True,False,False,False,True,True,False
805,False,False,True,True,False,False,False,False,True,False
806,True,False,False,False,True,True,True,True,False,True
807,True,False,False,False,True,True,False,True,False,False
808,True,False,False,False,True,False,True,True,True,False
809,True,False,False,False,True,False,True,True,False,True
810,True,False,False,False,True,True,True,True,False,True
811,True,False,False,False,True,True,True,True,False,True
812,False,False,False,False,True,False,True,True,False,True
813,False,False,False,True,True,False,True,False,False,False
814,False,False,False,False,True,True,True,True,False,True
815,False,False,False,False,True,True,True,True,False,True
816,False,False,True,False,True,True,False,False,True,False
678,False,False,False,False,False,True,True,False,False,True
600,False,False,True,True,False,False,True,False,True,False
601,False,False,True,False,False,True,True,False,False,False
602,True,True,True,True,False,False,False,False,False,False
603,False,False,True,True,False,False,False,False,True,False
604,True,True,False,False,True,True,True,True,False,True
605,False,False,True,True,False,True,True,False,True,False
606,True,True,False,False,False,True,False,True,False,True
607,False,False,True,False,False,True,True,False,False,False
608,True,True,False,False,True,True,True,True,False,True
609,True,True,False,False,True,True,True,False,False,True
610,False,False,False,False,True,True,True,True,False,True
611,True,True,False,False,True,True,True,True,False,True
612,False,False,False,False,True,True,True,True,False,True
616,True,True,False,False,True,True,True,True,False,True
622,True,True,False,False,True,False,True,False,False,True
623,False,False,False,False,True,False,True,False,False,True
624,False,False,False,False,True,True,True,False,False,True
625,False,False,False,False,True,False,True,True,False,True
626,False,False,False,False,True,False,True,False,False,False
627,True,True,False,False,True,False,True,True,False,True
628,False,False,False,False,True,True,True,True,False,True
632,True,True,False,False,True,True,True,True,False,True
633,False,False,False,False,True,False,True,False,False,False
634,False,False,False,False,True,True,True,False,False,True
635,False,False,False,False,True,True,True,False,False,True
636,False,False,False,False,True,True,True,False,False,True
637,False,False,False,False,True,True,True,False,False,True
638,True,True,False,False,True,True,True,True,False,True
640,False,False,False,False,True,False,True,False,False,True
641,True,True,False,False,False,False,True,False,False,True
642,False,False,True,True,False,False,True,False,True,False
643,False,False,True,True,False,False,False,False,True,False
644,False,False,False,False,True,False,True,False,False,True
645,False,False,False,False,True,True,True,False,False,True
646,False,False,False,False,True,False,True,False,False,True
647,False,False,False,False,True,False,True,False,False,True
648,False,False,False,False,True,True,True,False,False,True
649,False,False,True,False,True,False,False,False,True,False
651,True,True,False,False,True,True,False,True,False,True
652,False,False,False,False,True,False,True,False,False,True
660,True,False,True,False,False,False,True,False,False,True
661,True,True,False,False,True,True,True,True,False,True
670,False,False,False,False,True,True,True,False,False,True
671,False,False,False,False,True,False,True,False,False,True
675,False,False,False,False,True,True,True,False,False,True
676,False,False,False,False,True,False,True,False,False,False
677,False,False,False,False,True,False,True,False,False,False
679,False,False,False,False,True,True,True,False,False,False
680,False,False,True,False,False,False,True,False,False,False
681,False,False,True,False,False,True,True,False,False,True
682,False,False,True,True,False,False,False,False,True,False
683,False,False,True,False,True,False,True,False,False,False
684,False,False,True,False,True,False,True,False,True,False
685,False,False,True,False,False,False,True,False,False,True
687,False,False,False,False,False,False,True,False,False,False
688,False,False,False,False,False,True,True,False,False,True
689,False,False,True,False,False,False,True,False,True,False
690,True,False,True,True,False,True,False,False,True,False
678,False,False,False,False,True,True,False,False,False,False
660,True,False,True,True,False,True,False,True,True,True
661,True,True,False,False,True,True,False,True,True,True
670,True,False,False,False,True,True,True,True,False,True
671,False,False,False,False,True,False,True,True,True,False
675,False,False,False,False,True,True,True,False,False,False
676,False,False,False,False,True,False,True,False,False,False
677,False,False,False,False,True,False,False,True,True,False
679,False,False,False,False,True,True,False,True,True,False
662,False,False,True,True,False,False,False,False,True,False
664,True,False,False,False,True,False,True,True,False,False
665,False,False,True,True,False,False,True,False,False,False
666,True,False,False,False,True,False,False,True,False,True
667,False,False,False,False,True,True,True,False,False,True
668,False,False,False,False,True,True,False,True,False,True
669,False,False,False,False,True,False,True,False,False,False
672,True,False,False,False,True,True,False,True,False,True
673,False,False,False,False,True,True,True,True,False,True
674,False,False,False,False,True,False,True,False,False,False
600,False,False,True,True,False,False,False,False,True,False
601,False,False,True,True,False,False,False,False,True,False
602,False,True,True,True,False,False,False,False,True,False
603,False,False,True,True,False,False,False,False,True,False
604,True,True,False,False,True,False,True,True,True,False
605,False,False,True,True,False,False,False,False,True,False
606,True,True,True,True,False,True,False,True,False,True
607,False,False,True,True,False,False,False,False,True,False
608,True,True,False,False,True,True,False,True,False,True
609,False,True,False,False,True,False,True,False,False,False
610,False,False,False,False,True,True,True,False,False,False
611,True,True,False,False,True,True,True,True,False,True
612,False,False,False,False,True,False,True,False,False,True
616,True,True,False,False,True,False,True,True,False,True
622,True,True,False,False,True,False,True,False,False,True
623,False,False,False,False,True,False,True,False,False,False
624,False,False,False,False,True,False,True,False,False,False
625,False,False,False,False,True,False,True,False,False,True
626,False,False,False,False,True,False,True,False,False,False
627,True,True,True,True,True,False,True,True,False,True
628,False,False,False,False,True,True,True,False,False,True
613,False,False,False,False,True,False,True,True,False,False
614,False,False,False,False,True,False,True,False,False,True
615,False,False,False,False,True,False,True,False,True,False
617,False,False,True,True,True,False,False,False,False,False
618,False,True,False,True,True,False,True,False,False,True
619,False,False,False,False,True,True,True,False,False,True
620,False,False,False,False,True,False,True,False,False,False
629,False,False,False,False,True,False,True,True,False,True
680,False,False,True,True,False,False,False,False,True,False
681,True,False,True,True,False,True,False,True,True,True
683,False,False,True,True,True,False,False,False,True,False
684,False,False,True,True,True,False,False,False,True,False
685,True,False,True,True,False,False,False,True,True,True
687,False,False,True,True,True,True,False,False,True,False
688,False,False,True,True,False,True,False,True,True,False
689,False,False,True,True,False,False,False,False,True,False
690,True,False,True,True,False,True,False,True,True,False
686,False,False,False,False,True,True,True,False,False,False
691,False,False,False,False,True,False,True,False,False,False
692,False,False,False,False,True,False,True,False,False,False
693,False,False,False,False,True,True,True,False,False,True
107,True,False,False,False,False,True,True,True,False,True
110,True,True,False,False,True,True,False,True,True,True
157,False,False,False,False,True,True,True,True,False,True
197,True,True,False,False,True,False,True,False,False,False
198,True,True,False,False,True,True,False,True,False,True
219,False,False,False,False,True,True,True,True,False,False
202,False,False,True,True,False,False,False,False,True,False
203,False,False,True,True,False,False,False,False,True,False
204,False,False,True,True,False,False,False,False,True,False
205,False,False,True,True,False,False,True,False,True,False
206,True,True,False,False,True,False,True,False,True,False
207,True,True,False,False,True,True,True,True,True,False
208,True,False,True,True,False,False,False,False,True,False
209,True,True,False,True,False,True,False,True,True,False
210,True,True,True,True,False,False,True,False,True,False
211,True,True,True,True,False,False,True,False,True,False
212,True,True,False,False,True,True,True,True,False,True
214,True,True,True,True,False,True,False,False,True,True
215,False,False,False,False,True,True,True,True,False,True
216,True,False,False,False,True,True,True,False,False,True
217,True,False,False,False,True,False,True,False,True,False
218,True,True,False,False,True,False,True,True,False,False
100,True,True,True,True,False,True,False,True,True,True
101,False,False,True,True,False,False,False,False,True,False
102,False,False,False,False,True,False,True,False,True,False
103,True,False,False,False,True,True,True,False,False,True
104,True,True,False,False,True,True,True,True,False,True
105,True,False,True,True,False,False,False,False,True,False
106,True,False,True,True,False,True,False,False,True,False
108,True,False,False,False,True,True,True,True,False,False
109,True,False,False,False,True,True,True,False,True,True
111,True,False,True,False,False,True,False,True,False,True
112,True,True,False,False,True,True,False,True,False,True
115,True,True,False,True,False,True,False,False,True,False
119,False,False,False,False,True,False,True,False,True,False
120,False,False,False,False,True,False,True,False,False,False
122,True,True,False,False,True,False,True,True,False,True
123,True,False,False,False,True,False,True,True,False,False
124,False,False,False,False,True,True,True,True,False,True
125,True,False,False,False,True,False,True,False,False,False
126,True,True,False,False,True,True,True,True,False,True
127,True,False,False,False,True,True,True,True,False,True
130,False,False,False,False,True,False,True,False,False,False
133,False,False,False,False,True,True,True,True,False,True
134,False,False,False,False,True,True,True,False,False,False
135,True,False,False,False,True,True,True,True,False,True
136,False,False,False,False,True,True,True,True,False,True
137,False,False,False,False,True,False,True,False,False,False
142,True,True,False,False,True,True,True,True,False,True
143,True,True,False,False,True,True,True,True,False,True
144,False,False,False,False,True,False,True,False,False,True
145,False,False,False,False,True,False,True,False,False,False
146,True,True,False,False,True,True,True,True,False,True
147,False,False,False,False,True,True,True,True,False,True
150,False,False,False,False,True,False,True,False,False,False
151,True,False,False,False,True,False,True,False,False,True
152,True,True,True,True,True,False,True,False,False,True
153,False,False,False,False,True,False,True,False,False,False
154,False,False,False,False,True,False,False,True,False,True
156,False,False,False,False,True,False,True,False,False,False
158,False,False,False,False,True,False,True,False,False,False
159,False,False,False,False,True,False,True,True,False,True
160,False,False,False,False,True,False,True,False,False,True
161,False,False,False,False,True,True,True,False,False,True
170,False,False,False,False,True,True,False,False,False,False
171,True,True,False,False,True,True,True,True,False,True
172,False,False,False,False,True,True,False,False,False,False
173,False,False,False,False,True,True,True,False,False,False
174,True,False,False,False,True,False,False,False,False,True
175,False,False,False,False,True,True,False,False,False,False
176,True,False,False,False,True,True,False,False,False,True
177,False,False,False,False,True,False,False,False,False,False
180,False,False,False,False,True,False,True,False,False,False
181,True,False,False,False,True,True,False,True,False,True
182,False,False,False,False,True,False,True,True,False,False
183,True,False,False,False,True,False,True,True,False,True
184,False,False,False,False,True,True,True,True,False,True
185,False,False,False,False,True,True,True,True,False,True
186,False,False,False,False,True,False,True,False,False,False
187,False,False,False,False,True,False,True,True,False,True
188,False,False,False,False,True,False,False,False,True,False
189,False,False,True,True,True,False,False,False,True,False
190,True,True,False,False,True,False,True,True,True,False
191,True,True,False,False,True,True,False,True,False,True
192,False,False,True,True,False,False,True,False,True,False
193,False,False,True,True,False,False,False,False,True,False
194,True,False,True,True,True,False,False,False,True,False
195,False,False,False,False,True,False,True,False,False,False
196,False,False,False,False,True,True,True,True,False,True
213,True,True,True,True,False,False,False,False,False,True
220,True,False,True,True,False,False,False,False,True,False
221,True,True,True,True,False,False,False,False,True,False
230,True,True,False,False,True,True,True,False,False,False
232,True,True,False,False,False,True,True,True,False,True
233,True,True,False,False,True,False,True,False,False,False
234,True,True,False,False,False,False,True,False,False,False
235,True,True,False,False,True,True,True,True,False,True
236,True,True,False,False,True,False,True,True,False,True
237,True,True,False,False,True,True,True,True,False,True
238,True,True,False,False,True,True,True,True,False,True
242,False,False,False,False,True,True,True,True,False,True
244,False,False,False,True,True,True,False,False,False,True
245,True,True,False,False,True,True,True,False,False,True
246,False,False,False,True,False,True,False,False,True,False
247,False,False,True,True,False,False,False,False,True,True
248,False,False,False,True,True,True,False,True,True,True
249,False,False,False,True,True,False,False,False,True,True
253,False,False,False,False,True,False,True,False,False,True
254,False,False,False,False,True,True,True,True,False,True
255,False,False,False,False,True,True,True,False,False,True
256,False,False,False,False,True,True,True,True,False,True
257,False,False,False,False,True,True,True,True,False,True
258,True,False,False,False,True,True,True,True,False,True
260,False,False,False,False,True,True,True,False,False,True
263,False,False,False,False,True,False,True,True,False,True
264,False,False,False,False,True,True,True,True,False,True
265,False,False,False,False,True,False,True,False,False,True
266,False,False,False,False,True,True,True,True,False,True
267,False,False,False,False,True,True,True,True,False,True
270,False,False,False,False,True,True,True,False,False,True
271,True,True,False,False,True,True,True,True,False,True
272,True,True,False,False,True,True,True,True,False,True
273,True,True,False,False,True,True,True,True,False,True
274,True,True,False,False,True,True,True,True,False,True
276,True,True,True,False,False,False,True,False,False,True
277,True,True,True,True,False,True,True,False,False,True
